C_invoice,Numero documento,Lote,Monto
1688538,1166350,1325802, 75.00
1688537,1166349,1325804, 39.00
1688539,1166351,1325805, 39.00
1688551,1166358,1325816, 75.00
1688545,1166353,1325810, 78.00
1688549,1166356,1325815, 39.00
1694241,1169336,1331360, 78.00
1688557,1166363,1325822, 56.00
1688560,1166366,1325825, 39.00
1688564,1166369,1325829, 190.00
1688562,1166367,1325826, 150.00
1688565,1166370,1325830, 75.00
1688567,1166371,1325831, 150.00
1688581,1166384,1325845, 39.00
1688572,1166375,1325836, 98.00
1688575,1166378,1325840, 78.00
1688838,1166567,1326083, 190.00
1688602,1166401,1325867, 95.00
1688606,1166403,1325871, 150.00
1688608,1166405,1325872, 95.00
1688611,1166408,1325875, 95.00
1688617,1166412,1325880, 109.00
1688635,1166426,1325898, 109.00
1688619,1166414,1325883, 28.00
1688637,1166427,1325905, 98.00
1688620,1166415,1325884, 95.00
1688648,1166430,1325911, 95.00
1688626,1166420,1325892, 75.00
1688629,1166421,1325891, 66.00
1688633,1166424,1325896, 78.00
1688647,1166429,1325909, 95.00
1688651,1166431,1325912, 98.00
1691646,1167653,1328846, 78.00
1688661,1166439,1325921, 39.00
1688654,1166433,1325915, 109.00
1688670,1166446,1325928, 78.00
1688667,1166445,1325929, 98.00
1688664,1166442,1325924, 39.00
1708183,1174062,1345150, 39.00
1688671,1166447,1325931, 632.00
1688666,1166444,1325927, 75.00
1714700,1175913,1352684, 78.00
1688674,1166449,1325934, 158.00
1688687,1166461,1325948, 95.00
1688712,1166481,1325970, 75.00
1694400,1169442,1331512, 95.00
1688679,1166453,1325939, 109.00
1688686,1166460,1325947, 75.00
1688681,1166455,1325943, 39.00
1688682,1166456,1325944, 95.00
1688688,1166462,1325949, 39.00
1688692,1166465,1325953, 39.00
1688710,1166479,1325968, 75.00
1691808,1167764,1329002, 39.00
1688700,1166471,1325960, 75.00
1688698,1166469,1325958, 39.00
1688711,1166480,1325969, 39.00
1688714,1166483,1325972, 39.00
1691858,1167804,1329048, 109.00
1691994,1167888,1329186, 95.00
1688713,1166482,1325971, 75.00
1688715,1166484,1325973, 98.00
1688720,1166487,1325976, 39.00
1688724,1166489,1325979, 56.00
1688722,1166488,1325978, 109.00
1688732,1166495,1325985, 39.00
1688725,1166490,1325981, 39.00
1688728,1166492,1325983, 56.00
1688730,1166494,1325986, 98.00
1735355,1184471,1371348, 39.00
1688748,1166507,1325999, 78.00
1688743,1166502,1325995, 75.00
1688772,1166522,1326022, 39.00
1688764,1166516,1326014, 95.00
1688766,1166517,1326017, 28.00
1688769,1166520,1326020, 63.00
1688777,1166525,1326026, 39.00
1688780,1166528,1326029, 28.00
1688783,1166529,1326032, 39.00
1688788,1166532,1326035, 132.00
1688804,1166541,1326053, 95.00
1688801,1166539,1326049, 75.00
1688817,1166552,1326064, 39.00
1688819,1166553,1326066, 78.00
1688821,1166555,1326065, 39.00
1688820,1166554,1326068, 109.00
1688822,1166556,1326069, 39.00
1688824,1166557,1326071, 95.00
1688827,1166558,1326072, 98.00
1688829,1166560,1326074, 39.00
1691859,1167805,1329049, 95.00
1688833,1166563,1326080, 95.00
1688837,1166566,1326082, 39.00
1688846,1166572,1326091, 190.00
1688855,1166577,1326099, 98.00
1688848,1166573,1326093, 39.00
1688857,1166579,1326102, 39.00
1688862,1166582,1326107, 98.00
1688864,1166584,1326105, 75.00
1688866,1166585,1326110, 60.00
1688869,1166587,1326111, 95.00
1688894,1166594,1326138, 75.00
1688891,1166592,1326136, 95.00
1688901,1166597,1326146, 95.00
1688899,1166596,1326141, 39.00
1735318,1184444,1371312, 39.00
1688906,1166600,1326149, 39.00
1688905,1166599,1326148, 75.00
1688910,1166603,1326153, 21.00
1688913,1166606,1326158, 98.00
1688922,1166612,1326164, 78.00
1688923,1166613,1326165, 39.00
1688924,1166614,1326166, 78.00
1690464,1166819,1327671, 392.00
1694504,1169504,1331608, 75.00
1688939,1166621,1326178, 39.00
1688958,1166637,1326197, 78.00
1688956,1166635,1326196, 132.00
1688946,1166625,1326185, 78.00
1688944,1166624,1326183, 75.00
1690465,1166820,1327672, 150.00
1688952,1166631,1326191, 150.00
1688955,1166634,1326195, 39.00
1688966,1166644,1326205, 39.00
1688968,1166646,1326207, 39.00
1688969,1166647,1326208, 39.00
1688973,1166651,1326213, 56.00
1688976,1166654,1326217, 75.00
1688978,1166656,1326219, 75.00
1688980,1166657,1326220, 78.00
1688977,1166655,1326218, 28.00
1694388,1169432,1331501, 55.00
1688989,1166663,1326232, 78.00
1691874,1167819,1329066, 98.00
1688990,1166664,1326233, 196.00
1689022,1166677,1326246, 98.00
1708039,1173977,1344949, 39.00
1689002,1166670,1326243, 98.00
1689003,1166671,1326244, 66.00
1689004,1166672,1326258, 84.00
1689007,1166673,1326264, 39.00
1689036,1166679,1326411, 75.00
1689013,1166676,1326289, 39.00
1689042,1166682,1326466, 39.00
1689088,1166690,1326855, 109.00
1691895,1167835,1329088, 380.00
1689081,1166686,1326812, 95.00
1689185,1166699,1327485, 95.00
1689126,1166695,1327121, 98.00
1689164,1166697,1327481, 39.00
1689217,1166705,1327490, 98.00
1689236,1166709,1327496, 95.00
1689251,1166711,1327498, 285.00
1689301,1166715,1327502, 98.00
1689340,1166717,1327504, 39.00
1694404,1169444,1331516, 21.00
1689627,1166740,1327544, 95.00
1689523,1166729,1327523, 190.00
1694393,1169435,1331503, 21.00
1689521,1166728,1327522, 109.00
1691639,1167647,1328839, 78.00
1689551,1166731,1327527, 109.00
1689672,1166743,1327548, 75.00
1689660,1166742,1327547, 78.00
1689850,1166755,1327569, 75.00
1689884,1166759,1327572, 190.00
1689894,1166764,1327580, 98.00
1689875,1166757,1327575, 39.00
1689917,1166765,1327581, 39.00
1689948,1166767,1327584, 190.00
1690072,1166772,1327597, 109.00
1690078,1166773,1327598, 190.00
1690122,1166776,1327602, 39.00
1690159,1166784,1327610, 78.00
1690181,1166785,1327613, 75.00
1690198,1166786,1327614, 75.00
1690236,1166790,1327622, 39.00
1690274,1166792,1327630, 78.00
1690279,1166793,1327629, 39.00
1690299,1166796,1327634, 95.00
1690378,1166803,1327643, 75.00
1690371,1166802,1327642, 39.00
1690388,1166804,1327645, 98.00
1690453,1166812,1327663, 39.00
1690446,1166808,1327655, 78.00
1690450,1166811,1327661, 39.00
1690449,1166810,1327660, 150.00
1690457,1166815,1327666, 218.00
1690463,1166818,1327670, 218.00
1690468,1166821,1327675, 95.00
1690478,1166829,1327685, 196.00
1690484,1166833,1327691, 78.00
1718623,1177992,1348716, 95.00
1690487,1166834,1327693, 95.00
1701558,1171551,1338563, 39.00
1690495,1166837,1327697, 75.00
1690504,1166843,1327704, 150.00
1690502,1166842,1327702, 95.00
1694408,1169447,1331518, 39.00
1718667,1178030,1348765, 39.00
1690512,1166846,1327712, 75.00
1690514,1166847,1327714, 39.00
1690519,1166850,1327718, 78.00
1690526,1166854,1327725, 196.00
1690524,1166852,1327723, 66.00
1690529,1166857,1327728, 95.00
1690527,1166855,1327726, 95.00
1690530,1166858,1327729, 109.00
1690533,1166860,1327732, 78.00
1690542,1166865,1327742, 78.00
1690545,1166867,1327745, 78.00
1690546,1166868,1327746, 39.00
1690552,1166871,1327751, 95.00
1732556,1183142,1368616, 190.00
1690607,1166906,1327806, 98.00
1690553,1166872,1327752, 39.00
1690555,1166873,1327754, 150.00
1690558,1166876,1327758, 78.00
1690557,1166875,1327757, 190.00
1690560,1166877,1327759, 109.00
1690561,1166878,1327760, 78.00
1690563,1166879,1327763, 150.00
1708040,1173978,1344951, 78.00
1690576,1166884,1327775, 39.00
1690580,1166887,1327779, 78.00
1690581,1166888,1327781, 95.00
1690600,1166902,1327799, 218.00
1694225,1169325,1331337, 39.00
1690588,1166894,1327787, 39.00
1690592,1166897,1327791, 78.00
1690594,1166898,1327793, 150.00
1690599,1166901,1327798, 39.00
1690605,1166905,1327805, 196.00
1690608,1166907,1327808, 132.00
1690610,1166908,1327809, 95.00
1690644,1166930,1327844, 78.00
1690620,1166914,1327819, 78.00
1690626,1166919,1327826, 285.00
1690624,1166918,1327823, 56.00
1690627,1166920,1327827, 196.00
1691296,1167375,1328499, 78.00
1691295,1167374,1328498, 392.00
1690647,1166932,1327847, 78.00
1690650,1166934,1327850, 78.00
1708181,1174061,1345146, 95.00
1690657,1166938,1327857, 109.00
1690667,1166946,1327868, 39.00
1690668,1166947,1327869, 109.00
1690672,1166951,1327873, 39.00
1690684,1166958,1327885, 98.00
1690680,1166955,1327883, 59.00
1690682,1166956,1327886, 39.00
1690689,1166960,1327891, 75.00
1690696,1166962,1327898, 140.00
1690698,1166964,1327900, 39.00
1690700,1166965,1327902, 196.00
1690748,1166996,1327952, 95.00
1690711,1166972,1327913, 190.00
1691136,1167243,1328343, 95.00
1690712,1166973,1327914, 95.00
1690714,1166975,1327916, 109.00
1690718,1166976,1327920, 78.00
1690723,1166980,1327926, 109.00
1690720,1166977,1327923, 95.00
1690725,1166981,1327929, 78.00
1724304,1179735,1360440, 39.00
1690736,1166989,1327939, 98.00
1690744,1166993,1327947, 39.00
1690749,1166997,1327953, 75.00
1694432,1169461,1331541, 109.00
1690768,1167009,1327973, 190.00
1694418,1169454,1331529, 75.00
1690789,1167021,1327993, 78.00
1690805,1167027,1328010, 98.00
1690802,1167026,1328008, 98.00
1690806,1167028,1328012, 39.00
1690814,1167035,1328019, 133.00
1690822,1167040,1328027, 95.00
1690909,1167080,1328114, 95.00
1690828,1167044,1328033, 39.00
1690832,1167048,1328037, 150.00
1690836,1167051,1328040, 98.00
1690841,1167054,1328046, 98.00
1690837,1167052,1328044, 150.00
1690844,1167056,1328049, 39.00
1690843,1167055,1328048, 39.00
1690847,1167058,1328053, 98.00
1690852,1167062,1328057, 95.00
1690861,1167068,1328066, 75.00
1690860,1167067,1328065, 109.00
1690869,1167072,1328074, 78.00
1690871,1167073,1328076, 78.00
1690910,1167081,1328115, 95.00
1690916,1167085,1328121, 98.00
1690917,1167086,1328123, 78.00
1700208,1170830,1337248, 95.00
1690920,1167088,1328127, 95.00
1690924,1167091,1328131, 42.00
1690926,1167093,1328132, 95.00
1690930,1167097,1328137, 75.00
1690932,1167099,1328139, 39.00
1690933,1167100,1328140, 110.00
1690934,1167101,1328141, 98.00
1690938,1167105,1328145, 39.00
1690946,1167113,1328154, 66.00
1690948,1167115,1328155, 39.00
1690949,1167116,1328156, 75.00
1690957,1167120,1328164, 95.00
1690961,1167122,1328167, 98.00
1690969,1167129,1328176, 39.00
1690972,1167131,1328179, 39.00
1690974,1167133,1328181, 140.00
1690978,1167137,1328185, 75.00
1690981,1167138,1328188, 98.00
1691027,1167152,1328234, 109.00
1691044,1167159,1328251, 39.00
1691046,1167161,1328253, 35.00
1691048,1167163,1328255, 35.00
1694220,1169321,1331341, 150.00
1691059,1167173,1328266, 75.00
1691063,1167177,1328270, 70.00
1691071,1167183,1328277, 109.00
1691076,1167188,1328283, 39.00
1691090,1167202,1328297, 39.00
1691094,1167206,1328301, 39.00
1691095,1167207,1328303, 39.00
1691106,1167215,1328313, 42.00
1691104,1167213,1328311, 39.00
1691107,1167216,1328314, 35.00
1691112,1167220,1328319, 75.00
1691168,1167271,1328375, 196.00
1691116,1167224,1328323, 39.00
1691120,1167228,1328328, 39.00
1691117,1167225,1328324, 39.00
1691123,1167231,1328330, 196.00
1691130,1167238,1328337, 39.00
1691125,1167233,1328331, 39.00
1691128,1167236,1328335, 39.00
1691132,1167240,1328339, 75.00
1691139,1167246,1328346, 78.00
1691140,1167247,1328347, 70.00
1691453,1167509,1328654, 39.00
1691155,1167259,1328362, 66.00
1691154,1167258,1328361, 39.00
1691157,1167260,1328365, 55.00
1691159,1167262,1328366, 78.00
1691163,1167266,1328370, 98.00
1691162,1167265,1328369, 196.00
1691165,1167268,1328372, 75.00
1691178,1167280,1328382, 39.00
1691203,1167291,1328412, 75.00
1691213,1167297,1328419, 150.00
1694439,1169465,1331549, 98.00
1691218,1167302,1328424, 150.00
1691225,1167309,1328432, 63.00
1691228,1167312,1328435, 95.00
1691230,1167314,1328437, 66.00
1691232,1167316,1328439, 39.00
1691234,1167318,1328441, 70.00
1691241,1167325,1328447, 196.00
1691239,1167323,1328445, 39.00
1691245,1167329,1328452, 39.00
1691247,1167331,1328450, 39.00
1691248,1167332,1328454, 75.00
1700891,1171149,1337927, 39.00
1691257,1167340,1328463, 39.00
1691260,1167343,1328466, 39.00
1691262,1167345,1328468, 28.00
1691289,1167369,1328494, 109.00
1691274,1167356,1328480, 98.00
1691293,1167372,1328497, 196.00
1691284,1167365,1328489, 392.00
1691283,1167364,1328488, 39.00
1691286,1167367,1328492, 75.00
1691288,1167368,1328493, 190.00
1723713,1179340,1359902, 39.00
1691292,1167371,1328496, 78.00
1691294,1167373,1328500, 98.00
1691313,1167389,1328515, 39.00
1691301,1167378,1328503, 196.00
1691318,1167393,1328520, 39.00
1691614,1167636,1328817, 98.00
1691324,1167399,1328527, 133.00
1691342,1167414,1328544, 78.00
1691346,1167418,1328546, 39.00
1708048,1173985,1344956, 75.00
1691351,1167422,1328552, 392.00
1691363,1167434,1328565, 132.00
1691369,1167440,1328572, 28.00
1691379,1167447,1328579, 28.00
1691381,1167449,1328582, 196.00
1691382,1167450,1328583, 150.00
1691390,1167457,1328591, 150.00
1691397,1167462,1328597, 78.00
1691393,1167460,1328595, 78.00
1691407,1167467,1328607, 75.00
1691412,1167472,1328613, 28.00
1691417,1167476,1328617, 28.00
1691428,1167486,1328628, 75.00
1691435,1167492,1328635, 190.00
1691450,1167506,1328650, 78.00
1691451,1167507,1328651, 75.00
1691455,1167511,1328655, 39.00
1691458,1167514,1328658, 63.00
1691463,1167516,1328663, 39.00
1691467,1167520,1328667, 39.00
1691471,1167523,1328670, 109.00
1691480,1167530,1328677, 78.00
1691473,1167525,1328674, 98.00
1691476,1167527,1328676, 42.00
1691478,1167528,1328678, 75.00
1691484,1167533,1328684, 75.00
1691494,1167541,1328693, 150.00
1691497,1167543,1328696, 78.00
1691503,1167549,1328703, 78.00
1691515,1167560,1328716, 39.00
1691501,1167547,1328700, 98.00
1691510,1167556,1328711, 98.00
1691506,1167552,1328705, 39.00
1694152,1169263,1331274, 98.00
1691541,1167583,1328741, 95.00
1693999,1169151,1331120, 95.00
1691550,1167590,1328752, 95.00
1691573,1167608,1328771, 78.00
1691580,1167613,1328776, 95.00
1691578,1167611,1328777, 150.00
1701114,1171312,1338141, 75.00
1691673,1167673,1328873, 75.00
1691677,1167675,1328879, 39.00
1691699,1167689,1328898, 110.00
1691707,1167697,1328907, 66.00
1691706,1167696,1328906, 98.00
1691730,1167714,1328926, 78.00
1691719,1167705,1328918, 75.00
1691723,1167709,1328922, 98.00
1691722,1167708,1328921, 39.00
1691739,1167720,1328938, 95.00
1691743,1167723,1328941, 39.00
1691750,1167727,1328947, 95.00
1691781,1167749,1328981, 95.00
1694472,1169485,1331579, 39.00
1691780,1167748,1328979, 70.00
1691784,1167750,1328980, 39.00
1691800,1167756,1328997, 39.00
1691807,1167763,1329007, 39.00
1699855,1170562,1336907, 75.00
1691820,1167775,1329017, 39.00
1691832,1167786,1329031, 78.00
1691833,1167787,1329032, 95.00
1691853,1167800,1329053, 150.00
1708195,1174069,1345167, 39.00
1691877,1167822,1329074, 196.00
1691900,1167838,1329098, 95.00
1691909,1167845,1329107, 95.00
1691907,1167844,1329104, 42.00
1691910,1167846,1329108, 75.00
1691931,1167857,1329122, 39.00
1691935,1167861,1329127, 39.00
1691966,1167872,1329159, 150.00
1692003,1167896,1329195, 39.00
1691972,1167874,1329170, 39.00
1691969,1167873,1329169, 75.00
1692000,1167893,1329192, 109.00
1692018,1167906,1329213, 78.00
1692041,1167920,1329230, 190.00
1700108,1170750,1337153, 75.00
1692064,1167935,1329250, 78.00
1692072,1167940,1329258, 75.00
1692089,1167952,1329272, 98.00
1692086,1167950,1329269, 39.00
1692299,1168055,1329280, 39.00
1692186,1167973,1329285, 39.00
1692193,1167976,1329289, 39.00
1692304,1168059,1329290, 39.00
1692303,1168058,1329288, 39.00
1692135,1167955,1329295, 39.00
1692308,1168063,1329298, 78.00
1692310,1168065,1329301, 39.00
1692208,1167984,1329379, 75.00
1692311,1168066,1329303, 56.00
1692314,1168069,1329308, 75.00
1692318,1168073,1329314, 78.00
1692319,1168074,1329315, 66.00
1692326,1168080,1329323, 190.00
1692329,1168083,1329327, 39.00
1692333,1168087,1329332, 39.00
1692334,1168088,1329333, 132.00
1692335,1168089,1329336, 42.00
1692204,1167981,1329341, 39.00
1692343,1168097,1329366, 39.00
1707356,1173929,1344409, 78.00
1692346,1168100,1329370, 98.00
1692348,1168102,1329376, 190.00
1700082,1170732,1337133, 39.00
1692365,1168118,1329399, 75.00
1692372,1168125,1329414, 39.00
1692151,1167961,1329413, 132.00
1692220,1167996,1329424, 75.00
1692155,1167962,1329415, 78.00
1692376,1168128,1329420, 75.00
1692156,1167963,1329417, 75.00
1692378,1168130,1329422, 39.00
1692379,1168131,1329425, 190.00
1692222,1167998,1329437, 39.00
1692224,1168000,1329440, 98.00
1692225,1168001,1329446, 196.00
1692404,1168145,1329453, 78.00
1692166,1167966,1329464, 39.00
1692407,1168147,1329458, 39.00
1692227,1168003,1329461, 39.00
1692408,1168148,1329462, 75.00
1714284,1175593,1352282, 35.00
1692413,1168151,1329467, 220.00
1692415,1168153,1329470, 75.00
1692416,1168154,1329471, 39.00
1692229,1168005,1329481, 42.00
1692431,1168167,1329498, 98.00
1692237,1168013,1329525, 28.00
1692238,1168014,1329526, 39.00
1692211,1167987,1329535, 28.00
1692213,1167989,1329537, 39.00
1692214,1167990,1329538, 75.00
1708051,1173987,1344958, 39.00
1692239,1168015,1329546, 39.00
1692242,1168018,1329549, 56.00
1692250,1168025,1329552, 75.00
1692255,1168029,1329557, 218.00
1694099,1169229,1331220, 39.00
1692258,1168031,1329559, 39.00
1692263,1168034,1329563, 75.00
1692487,1168211,1329643, 75.00
1692283,1168049,1329581, 150.00
1692285,1168051,1329584, 78.00
1692454,1168184,1329591, 39.00
1692457,1168186,1329593, 98.00
1692456,1168185,1329592, 39.00
1692463,1168190,1329598, 109.00
1692466,1168193,1329605, 95.00
1692469,1168196,1329617, 98.00
1692498,1168218,1329653, 75.00
1692505,1168224,1329660, 98.00
1692522,1168239,1329677, 39.00
1692521,1168238,1329676, 98.00
1692533,1168247,1329690, 133.00
1692558,1168264,1329710, 95.00
1692561,1168266,1329713, 39.00
1692629,1168306,1329771, 39.00
1692565,1168269,1329716, 39.00
1692567,1168271,1329719, 39.00
1718483,1177869,1348556, 294.00
1692566,1168270,1329718, 98.00
1692569,1168272,1329720, 75.00
1692584,1168284,1329732, 150.00
1692590,1168286,1329736, 42.00
1692585,1168285,1329734, 109.00
1694253,1169347,1331371, 150.00
1692607,1168291,1329753, 39.00
1700110,1170752,1337156, 35.00
1692622,1168300,1329765, 63.00
1718919,1178243,1349443, 78.00
1692631,1168307,1329773, 75.00
1692635,1168310,1329777, 285.00
1692637,1168312,1329779, 39.00
1692640,1168315,1329782, 75.00
1692641,1168316,1329783, 98.00
1692653,1168326,1329794, 109.00
1692644,1168319,1329786, 150.00
1692646,1168320,1329787, 39.00
1692657,1168327,1329796, 39.00
1692660,1168330,1329800, 150.00
1692663,1168333,1329803, 75.00
1692670,1168338,1329810, 66.00
1692673,1168341,1329812, 78.00
1692677,1168345,1329816, 39.00
1692678,1168346,1329818, 66.00
1692682,1168348,1329821, 35.00
1692696,1168356,1329834, 150.00
1692705,1168363,1329842, 98.00
1692731,1168373,1329866, 132.00
1692740,1168378,1329875, 66.00
1692741,1168379,1329876, 98.00
1692742,1168380,1329877, 39.00
1692745,1168383,1329880, 75.00
1692756,1168389,1329890, 75.00
1692765,1168397,1329899, 75.00
1692770,1168399,1329902, 39.00
1692779,1168405,1329910, 28.00
1692788,1168412,1329918, 39.00
1692793,1168415,1329923, 109.00
1692794,1168416,1329924, 150.00
1692801,1168419,1329931, 42.00
1692814,1168426,1329946, 75.00
1692822,1168431,1329950, 75.00
1692824,1168433,1329952, 196.00
1692846,1168447,1329972, 98.00
1692855,1168453,1329979, 75.00
1692874,1168463,1329996, 39.00
1692903,1168483,1330023, 39.00
1692927,1168492,1330044, 39.00
1692928,1168493,1330045, 75.00
1699906,1170596,1336957, 75.00
1692933,1168496,1330050, 150.00
1692941,1168501,1330059, 150.00
1692952,1168505,1330071, 95.00
1692954,1168507,1330072, 150.00
1692955,1168508,1330073, 75.00
1692958,1168510,1330076, 150.00
1692960,1168511,1330078, 95.00
1692962,1168512,1330080, 66.00
1692968,1168517,1330089, 98.00
1692985,1168526,1330103, 75.00
1692991,1168529,1330109, 75.00
1692995,1168533,1330113, 39.00
1693008,1168538,1330129, 150.00
1693012,1168540,1330131, 35.00
1693019,1168543,1330138, 75.00
1693025,1168547,1330144, 75.00
1693032,1168550,1330153, 98.00
1693040,1168554,1330160, 98.00
1693042,1168556,1330163, 39.00
1693059,1168564,1330179, 190.00
1693062,1168567,1330183, 98.00
1693079,1168579,1330202, 39.00
1693085,1168583,1330208, 42.00
1693090,1168587,1330215, 39.00
1693094,1168589,1330217, 39.00
1693100,1168593,1330224, 39.00
1693112,1168601,1330236, 42.00
1693123,1168608,1330249, 35.00
1693127,1168611,1330254, 75.00
1693134,1168617,1330259, 39.00
1693142,1168625,1330268, 39.00
1693145,1168627,1330273, 39.00
1693155,1168633,1330282, 98.00
1693157,1168635,1330284, 98.00
1693162,1168640,1330291, 78.00
1693173,1168649,1330301, 39.00
1693178,1168653,1330306, 98.00
1700102,1170744,1337142, 78.00
1693177,1168652,1330304, 109.00
1693181,1168656,1330308, 95.00
1693200,1168669,1330330, 39.00
1693202,1168671,1330333, 75.00
1718923,1178247,1349447, 75.00
1708215,1174084,1345196, 78.00
1693222,1168680,1330353, 35.00
1693223,1168681,1330354, 35.00
1693224,1168682,1330355, 75.00
1718477,1177864,1348549, 35.00
1693250,1168701,1330383, 75.00
1693251,1168702,1330384, 98.00
1693260,1168709,1330393, 30.00
1693275,1168719,1330409, 75.00
1708060,1173991,1344964, 39.00
1693354,1168753,1330491, 39.00
1693316,1168738,1330452, 98.00
1693348,1168750,1330482, 75.00
1693358,1168755,1330495, 39.00
1693362,1168756,1330497, 75.00
1693363,1168757,1330498, 78.00
1693412,1168796,1330546, 39.00
1693418,1168801,1330552, 132.00
1693419,1168802,1330553, 95.00
1693415,1168798,1330549, 109.00
1700122,1170762,1337170, 35.00
1693427,1168810,1330561, 95.00
1693444,1168817,1330578, 78.00
1718494,1177879,1348571, 42.00
1693497,1168819,1330631, 35.00
1693521,1168835,1330656, 117.00
1693513,1168828,1330647, 148.00
1693514,1168829,1330648, 78.00
1693524,1168837,1330659, 95.00
1693551,1168838,1330686, 78.00
1693558,1168839,1330693, 95.00
1693571,1168844,1330706, 39.00
1693577,1168850,1330712, 74.00
1693608,1168859,1330743, 39.00
1693612,1168862,1330747, 190.00
1693620,1168870,1330755, 117.00
1714289,1175597,1352286, 39.00
1700174,1170802,1337218, 98.00
1693633,1168883,1330768, 49.00
1693639,1168888,1330774, 42.00
1693635,1168885,1330770, 95.00
1693640,1168889,1330775, 39.00
1693643,1168891,1330778, 49.00
1693648,1168894,1330783, 78.00
1693649,1168895,1330784, 78.00
1693660,1168904,1330796, 21.00
1693671,1168912,1330806, 39.00
1693672,1168913,1330807, 74.00
1718615,1177985,1348708, 98.00
1693690,1168929,1330825, 12.00
1693695,1168933,1330830, 28.00
1693696,1168934,1330831, 5.00
1693698,1168936,1330833, 78.00
1693706,1168942,1330840, 39.00
1735427,1184528,1371420, 147.00
1693701,1168938,1330839, 78.00
1693708,1168944,1330844, 98.00
1693711,1168947,1330847, 78.00
1693712,1168948,1330848, 78.00
1693715,1168950,1330851, 98.00
1693716,1168951,1330853, 39.00
1693723,1168955,1330859, 66.00
1693725,1168956,1330861, 98.00
1693728,1168959,1330865, 66.00
1693731,1168961,1330867, 39.00
1693732,1168962,1330868, 39.00
1693734,1168963,1330870, 39.00
1693736,1168965,1330872, 98.00
1693737,1168966,1330873, 95.00
1719245,1178522,1355371, 117.00
1693745,1168972,1330881, 39.00
1693753,1168976,1330888, 49.00
1718730,1178082,1349221, 95.00
1693756,1168978,1330890, 39.00
1699930,1170615,1336983, 49.00
1693779,1168988,1330913, 42.00
1693772,1168986,1330911, 21.00
1693798,1169005,1330932, 95.00
1693780,1168989,1330914, 39.00
1708108,1174026,1345061, 39.00
1693783,1168992,1330917, 39.00
1693788,1168996,1330922, 66.00
1693791,1168998,1330925, 39.00
1693792,1168999,1330926, 49.00
1693790,1168997,1330924, 39.00
1693813,1169016,1330947, 39.00
1693795,1169002,1330929, 95.00
1693797,1169004,1330931, 78.00
1717881,1177348,1347793, 39.00
1693803,1169010,1330938, 39.00
1693810,1169014,1330945, 95.00
1693814,1169017,1330948, 190.00
1693817,1169020,1330953, 285.00
1693819,1169022,1330954, 117.00
1693816,1169019,1330952, 78.00
1693827,1169029,1330962, 49.00
1693828,1169030,1330963, 28.00
1693832,1169032,1330967, 98.00
1693835,1169035,1330970, 49.00
1735402,1184508,1371395, 98.00
1693847,1169045,1330979, 39.00
1693834,1169034,1330968, 75.00
1693837,1169037,1330972, 98.00
1693838,1169038,1330974, 39.00
1693849,1169046,1330980, 95.00
1693881,1169070,1331009, 190.00
1735403,1184509,1371397, 39.00
1706957,1173763,1344015, 196.00
1707279,1173888,1344331, 39.00
1707281,1173889,1344332, 196.00
1693860,1169056,1330992, 74.00
1706958,1173764,1344018, 39.00
1693875,1169066,1331004, 49.00
1693873,1169064,1331002, 49.00
1693876,1169067,1331005, 95.00
1693883,1169072,1331006, 148.00
1718731,1178083,1349222, 98.00
1693895,1169079,1331022, 39.00
1693900,1169082,1331026, 39.00
1693898,1169081,1331025, 126.00
1693907,1169089,1331033, 95.00
1693903,1169085,1331030, 98.00
1693906,1169088,1331032, 117.00
1693902,1169084,1331029, 55.00
1693904,1169086,1331031, 196.00
1693908,1169090,1331034, 35.00
1693912,1169094,1331038, 42.00
1693911,1169093,1331036, 95.00
1693909,1169091,1331037, 78.00
1693915,1169096,1331040, 95.00
1693930,1169107,1331056, 148.00
1693939,1169111,1331073, 95.00
1693959,1169119,1331084, 78.00
1693969,1169126,1331094, 49.00
1693987,1169142,1331109, 117.00
1693988,1169143,1331111, 66.00
1693997,1169149,1331119, 98.00
1694001,1169152,1331124, 39.00
1694012,1169160,1331133, 190.00
1694013,1169161,1331134, 39.00
1694018,1169166,1331139, 39.00
1694048,1169190,1331170, 110.00
1694057,1169198,1331175, 95.00
1694056,1169197,1331178, 148.00
1694052,1169193,1331173, 74.00
1694055,1169196,1331177, 98.00
1701556,1171549,1338560, 49.00
1694065,1169202,1331182, 95.00
1694069,1169206,1331190, 49.00
1694074,1169211,1331195, 95.00
1724594,1179915,1360683, 39.00
1694078,1169215,1331201, 95.00
1694079,1169216,1331202, 95.00
1694091,1169222,1331209, 196.00
1700153,1170784,1337200, 42.00
1706965,1173766,1344017, 39.00
1694092,1169223,1331213, 148.00
1714293,1175601,1352291, 49.00
1694130,1169248,1331248, 39.00
1718643,1178010,1348738, 39.00
1700154,1170785,1337201, 39.00
1694151,1169262,1331271, 95.00
1694156,1169266,1331276, 66.00
1694161,1169270,1331280, 75.00
1694168,1169277,1331287, 98.00
1694170,1169279,1331291, 39.00
1694187,1169292,1331306, 42.00
1694185,1169290,1331304, 39.00
1694208,1169310,1331327, 98.00
1694200,1169303,1331319, 98.00
1694204,1169306,1331324, 95.00
1694224,1169324,1331346, 74.00
1707307,1173902,1344360, 39.00
1694211,1169313,1331332, 165.00
1694235,1169333,1331353, 75.00
1694244,1169338,1331361, 49.00
1694232,1169331,1331351, 98.00
1694233,1169332,1331352, 39.00
